id;Title;Content;SKU;Product Type;Parent Product ID;Sale Price;Regular Price;Stock
2125;Світлодіодний EUROLAMP LED Світильник круглий DownLight 6W 3000K (скло);"Світлодіодний EUROLAMP LED Світильник круглий DownLight 6W 3000K (скло)

Світильник зі збільшеним світловим потоком, випромінює денне жовте світло.

Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, що значно скорочують витрати завдяки енергоефективності та тривалому терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.

Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподілиться по всій площі приміщення.

Спосіб встановлення: кріплення двома пружинами за принципом точкового світильника, водночас розміри кріплень компактні, а полегшена вага конструкції світильника дає змогу використовувати його в різних видах стель.";LED-DLR-6/3(glass);simple;0;;157.98;1
2126;Світлодіодний LED Світильник круглий DownLight 6W 4000K (скло) EUROLAMP;"Світлодіодний EUROLAMP LED Світильник круглий DownLight 6W 4000K (скло)

Світильник зі збільшеним світловим потоком, випромінює денне біле світло.

Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, що значно скорочують витрати завдяки енергоефективності та тривалому терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.

Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподілиться по всій площі приміщення.

Спосіб встановлення: кріплення двома пружинами за принципом точкового світильника, водночас розміри кріплень компактні, а полегшена вага конструкції світильника дає змогу використовувати його в різних видах стель.";LED-DLR-6/4(glass);simple;0;;157.98;2
2127;LED Світильник квадратний врізний 6W-3000K (скло) EUROLAMP;"Світлодіодний EUROLAMP LED Світильник квадратний DownLight 6W 3000K (скло)

Світильник зі збільшеним світловим потоком, випромінює денне жовте світло.

Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, що значно скорочують витрати завдяки енергоефективності та тривалому терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.

Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподілиться по всій площі приміщення.

Спосіб встановлення: кріплення двома пружинами за принципом точкового світильника, водночас розміри кріплень компактні, а полегшена вага конструкції світильника дає змогу використовувати його в різних видах стель.";LED-DLS-6/3(glass);simple;0;;157.98;30
2128;Світлодіодний EUROLAMP LED Світильник круглий DownLight 6W 4000K;"Світлодіодний EUROLAMP LED Світильник круглий DownLight 6W 4000K

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, що значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLR-6/4;simple;0;;169.02;634
2129;Світлодіодний EUROLAMP LED Світильник круглий DownLight NEW 9W 4000K;"Світлодіодний EUROLAMP LED Світильник круглий DownLight NEW 9W 4000K

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель";LED-DLR-9/4(new);simple;0;;178.98;1184
2133;LED Світильник квадратний врізний 6W-4000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник квадратний DownLight 6W 4000K

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, що значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLS-6/4;simple;0;;169.02;274
2141;LED Світильник квадратний врізний 4W-4000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник квадратний DownLight 4W 4000K

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLS-4/4;simple;0;;99;10
2142;Світлодіодний EUROLAMP LED Світильник круглий точковий 6W 4000K(white);"НОВИНКА. Світлодіодний EUROLAMP LED Світильник круглий точковий 6W 4000K(white)

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Оригінальність даної моделі в тому, що окантовка світильника теж світитися холодним білим світлом. Завдяки цьому рішенню можна домогтися приємного денного світла і отримати оригінальний дизайн, який чудово впишеться в інтер'єр.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLR-6/4(white);simple;0;;159;4
2143;Світлодіодний EUROLAMP LED Світильник квадратний точковий 6W 4000K(white);"Світлодіодний EUROLAMP LED Світильник квадратний точковий 6W 4000K(white)

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Оригінальність даної моделі в тому, що окантовка світильника теж світитися холодним білим світлом. Завдяки цьому рішенню можна домогтися приємного денного світла і отримати оригінальний дизайн, який чудово впишеться в інтер'єр.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLS-6/4(white);simple;0;;159;723
2144;LED Світильник круглий врізний 4W-4000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник круглий DownLight 4W 4000K

Світильник зі збільшеним світловим потоком, випромінює денние жовте світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, що значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLR-4/4;simple;0;;99;1788
2145;Світлодіодний EUROLAMP LED Світильник круглий DownLight NEW 7W 4000K;"Світлодіодний EUROLAMP LED Світильник круглий DownLight NEW 7W 4000K

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель";LED-DLR-7/4(new);simple;0;;139.02;780
2146;LED Світильник квадратний накладний 9W-3000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник квадратний DownLight 9W 3000K

Світильник зі збільшеним світловим потоком, випромінює тепле біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLS-9/3(Е);simple;0;;171;0
2147;LED Світильник круглий врізний 9W-3000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник круглий DownLight 9W 3000K

Світильник зі збільшеним світловим потоком, випромінює денне жовте світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLR-9/3(Е);simple;0;;189;1595
2148;LED Світильник круглий врізний 5W-4000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник круглий DownLight NEW 5W 4000K

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель";LED-DLR-5/4(new);simple;0;;99;1805
2158;Світлодіодний EUROLAMP LED Світильник круглий DownLight 12W 3000K;"НОВИНКА. Світлодіодний EUROLAMP LED Світильник круглий DownLight 12W 3000K

Світильник зі збільшеним світловим потоком, випромінює денне жовте світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, які значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподілиться по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLR-12/3(Е);simple;0;;319.02;1
2159;LED Світильник круглий врізний 9W-4000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник круглий DownLight 9W 4000K

Світильник зі збільшеним світловим потоком, випромінює денне біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподіляється по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLR-9/4(Е);simple;0;;189;1196
2160;LED Світильник круглий накладний Practical light 48W-4000K EUROLAMP;"Світлодіодний LED Світильник EUROLAMP круглий накладний Practical light N26 48W 4000K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.

Дана модель накладного LED світильника має круглу форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник Practical light 48W видає 4570Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.";LED-ER-48W-N26;simple;0;;1471.02;0
2163;LED Світильник круглий накладний deco 48W-4000K EUROLAMP;"Світлодіодний LED Світильник EUROLAMP круглий накладний deco T13 48W 4000K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.
Дана модель накладного LED світильника має круглу форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник Decolight 48W видає 3840Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.";LED-NLR-48W-T13;simple;0;;913.98;2
2166;Світлодіодний LED Світильник EUROLAMP квадратний накладний 36W 4000K;"Світлодіодний LED Світильник EUROLAMP квадратний накладний 36W 4000K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.
Дана модель накладного LED світильника має квадратну форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник Decolight 36W видає 3160Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.";LED-ENLS-36/4(F)new;simple;0;;1099.02;0
2169;Світлодіодний LED Світильник EUROLAMP квадратний накладний 24W 4000K;"Світлодіодний LED Світильник EUROLAMP квадратний накладний 24W 4000K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.
Дана модель накладного LED світильника має квадратну форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник Decolight 24W видає 2100Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.";LED-ENLS-24/4(F)new;simple;0;;898.98;0
2170;LED Світильник круглий накладний deco 32W-4000K EUROLAMP;"Світлодіодний LED Світильник EUROLAMP круглий накладний deco T13 32W 4000K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.
Дана модель накладного LED світильника має круглу форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник Decolight 32W видає 2560Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.";LED-NLR-32W-T13;simple;0;;598.98;0
2171;Світлодіодний LED Світильник EUROLAMP круглий накладний GL 38W 5000K;"Світлодіодний LED Світильник EUROLAMP круглий накладний GL 38W 5000K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.
Дана модель накладного LED світильника має круглу форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник GL 38W видає 3800Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.

[ux_video url=""https://www.youtube.com/watch?v=5WtKjxolWH4""]";LED-NLR-38/5;simple;0;;733.98;0
2172;Світлодіодний LED Світильник EUROLAMP квадратний накладний GL 38W 5000K;"Світлодіодний LED Світильник EUROLAMP квадратний накладний GL 38W 5000K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.
Дана модель накладного LED світильника має круглу форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник GL 38W видає 3800Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.

[ux_video url=""https://www.youtube.com/watch?v=5WtKjxolWH4""]";LED-NLS-38/5;simple;0;;733.98;0
2173;LED Світильник круглий накладний deco 26W-4500K EUROLAMP;"Світлодіодний LED Світильник EUROLAMP круглий накладний deco 26W 4500K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.
Дана модель накладного LED світильника має круглу форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник deco 26W видає 2350Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.";LED-NLR-26W/45;simple;0;;399;0
2175;LED Світильник круглий накладний deco 19W-4500K EUROLAMP;"Світлодіодний LED Світильник EUROLAMP круглий накладний deco 19W 4500K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.
Дана модель накладного LED світильника має круглу форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник deco 19W видає 1650Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.";LED-NLR-19W/45;simple;0;;298.98;0
2177;Світлодіодний LED Світильник EUROLAMP круглий накладний матовий Milky T22 38W 4000K;"Світлодіодний LED Світильник EUROLAMP круглий накладний матовий Milky T22 38W 4000K

Перевагою використання накладних світильників є відсутність необхідності попередньо готувати поглиблення для їх кріплення. Вони монтуються на рівну поверхню стелі або стіни за допомогою саморізів. Причому конструкція стелі може бути виконана з будь-якого матеріалу: бетону, гіпсокартону, дерева. Відсутність в таких світильниках тендітних деталей виключає випадкове пошкодження плафона.
Встановлюються вони в різних побутових і комерційних приміщеннях.
Дана модель накладного LED світильника має круглу форму. Світильник має мінімалістичний дизайн відмінно впишеться в будь-який інтер'єр.
У режимі максимального рівня освітленості, світильник Samurai T23 видає 1900Lm світлового потоку. Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, коридорах, ванних і туалетних кімнатах.";LED-NLR-38W-T22;simple;0;;598.98;0
