id;Title;Content;SKU;Product Type;Parent Product ID;Price;Regular Price;Sale Price;Product Type_1;Категорії товарів
6083;LED Люстра акрилова квадратна 130W-3000-6500K EUROLAMP;"EUROLAMP LED Люстра світлодіодна акрилова квадратна A63 130W 3000-6500K

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 3500Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>";LED-ALS-130-A63;simple;0;;1999.02;;simple;LED світильники>LED світильники з пультом керування|АКЦІЇ/РОЗПРОДАЖ
6089;LED Люстра акриловиа квардратна 160W-3000-6500K EUROLAMP;"EUROLAMP LED Люстра світлодіодна акрилова квадратна A65 160W 3000-6500K

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 4300Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>";LED-ALS-160-A65;simple;0;;2599.02;;simple;LED світильники>LED світильники з пультом керування|АКЦІЇ/РОЗПРОДАЖ
6096;LED світильник круглий A64 120W-3000-6500K EUROLAMP;"EUROLAMP LED Люстра світлодіодна акрилова кругла A64 120W 3000-6500K

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 3200Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>";LED-ALR-120-A64;simple;0;;1935;;simple;LED світильники>LED світильники з пультом керування|АКЦІЇ/РОЗПРОДАЖ
7510;LED Гірлянда вулична IP-44 EUROLAMP 10м-2700К;"LED Гірлянда вулична EUROLAMP LED-GL-100/10/27(SL)

Світлодіодна гірлянда ТМ ""EUROLAMP"" має довжину 10 метрів і містить 100 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входят). Має 8 режимів роботи (постійний, хвиля, послідовний, переслідування, спалах, мерехтіння\спалах, повільне світіння та повільне згасання), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-100/10/27(SL);simple;0;;598.98;;simple;LED гірлянди>LED гірлянди вуличні|АКЦІЇ/РОЗПРОДАЖ
7517;LED Гірлянда вулична IP-44 EUROLAMP 10м-6000К;"LED Гірлянда вулична EUROLAMP LED-GL-100/10/60(SL)

Світлодіодна гірлянда ТМ ""EUROLAMP"" має довжину 10 метрів і містить 100 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входять). Має 8 режимів роботи (постійний, хвиля, послідовний, переслідування, спалах, мерехтінняспалах, повільне світіння та повільне згасання), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-100/10/60(SL);simple;0;;598.98;;simple;LED гірлянди>LED гірлянди вуличні|АКЦІЇ/РОЗПРОДАЖ
7595;Акумуляторна збірка 6S1P Samsung;"<hr />

&nbsp;
<h2>Акумуляторна Збірка 6S1P на елементах Samsung: Баланс Потужності та Компактності!</h2>
&nbsp;

Представляємо <b>акумуляторну збірку 6S1P на елементах Samsung</b> — це високоякісне та надійне джерело живлення, що ідеально підходить для пристроїв, де критично важлива компактність, легка вага та стабільна висока напруга. Побудована з оригінальних літій-іонних елементів Samsung, відомих своєю ефективністю та безпекою, ця збірка забезпечує оптимальну продуктивність для широкого спектра застосувань.

<b>6S1P</b> означає:
<ul>
 	<li><b>6S (6 Series):</b> Шість акумуляторних елементів з'єднані послідовно. Це забезпечує високу номінальну напругу збірки (зазвичай близько <b>12В</b> для LiFePO4, або <b>22.2В</b> для Li-ion, оскільки кожен Li-ion елемент має <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">3.7</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span>, а повністю заряджений — <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">4.2</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span>).</li>
 	<li><b>1P (1 Parallel):</b> Один паралельний ланцюг елементів. Це означає, що збірка має ємність та максимальний струм розряду одного елемента, але завдяки послідовному з'єднанню досягається висока вихідна напруга.</li>
</ul>
Ця збірка ідеально підходить для:
<ul>
 	<li><b>Дронів, FPV-квадрокоптерів та БПЛА:</b> Де потрібна стабільна висока напруга при мінімальній вазі для маневреності.</li>
 	<li><b>Радіокерованих моделей (RC):</b> Для автомобілів, літаків, де важливі швидкість реакції та потужність.</li>
 	<li><b>Компактного електроінструменту:</b> Що потребує високої напруги для ефективної роботи.</li>
 	<li><b>Портативного освітлення та електронних пристроїв:</b> Де необхідне потужне, але легке джерело живлення.</li>
 	<li><b>Прототипів та розробок:</b> Для тестування систем з високою напругою.</li>
</ul>";APS-6/1-50S;simple;0;;2490;;simple;Акумулятори та інвертори>Акумуляторні збірки|Акумулятори та інвертори>Акумуляторні збірки|АКЦІЇ/РОЗПРОДАЖ|Власне виробництво
7598;Акумуляторна збірка 6S3P Samsung;"<h2>Акумуляторна Збірка 6S3P на елементах Samsung: Максимальна Ємність та Потужність для Довготривалих Завдань!</h2>
&nbsp;

Представляємо <b>акумуляторну збірку 6S3P на елементах Samsung</b> — це високопродуктивне та надзвичайно надійне джерело живлення, призначене для пристроїв, що вимагають як значної ємності, так і можливості віддавати високі струми. Побудована з оригінальних літій-іонних елементів Samsung, ця збірка гарантує виняткову надійність, довговічність та стабільну подачу енергії для найвимогливіших застосувань.

<b>6S3P</b> розшифровується як:
<ul>
 	<li><b>6S (6 Series):</b> Шість акумуляторних елементів з'єднані послідовно. Це забезпечує високу номінальну напругу збірки (зазвичай близько <b>22.2 В</b> для Li-ion, оскільки кожен елемент має <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">3.7</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span>, або до <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">25.2</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span> при повному заряді, адже кожен елемент заряджається до <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">4.2</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span>).</li>
 	<li><b>3P (3 Parallel):</b> Три паралельних ланцюги елементів. Це потроює загальну ємність збірки та значно збільшує максимальний струм розряду, що є ключовим для потужних пристроїв, які працюють тривалий час.</li>
</ul>
Ця збірка ідеально підходить для:
<ul>
 	<li><b>Дронів та БПЛА з великою дальністю польоту:</b> Забезпечує значно довший час автономної роботи.</li>
 	<li><b>Електровелосипедів, електросамокатів та іншого легкого електротранспорту:</b> Гарантує максимальний запас ходу та динаміку для тривалих поїздок.</li>
 	<li><b>Портативного електроінструменту:</b> Для безперебійної та тривалої роботи на високих навантаженнях.</li>
 	<li><b>Систем автономного живлення, сонячних накопичувачів та портативних електростанцій:</b> Де потрібна висока ємність та здатність віддавати значні струми.</li>
 	<li><b>Медичного обладнання та спеціалізованої техніки:</b> Де надійність живлення та продуктивність є критично важливими.</li>
</ul>";APS-6/3-50S;simple;0;;6490.02;;simple;Акумулятори та інвертори>Акумуляторні збірки|Акумулятори та інвертори>Акумуляторні збірки|Власне виробництво|АКЦІЇ/РОЗПРОДАЖ
7602;LED Гірлянда лінійна EUROLAMP 2м-6000К;"LED Гірлянда звичайна

Світлодіодна гірлянда ТМ ""EUROLAMP"" має довжину 2 метрів і містить 50 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входять). Має 2 режимів роботи (постійний, мерехтіння), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-20/2/60;simple;0;;172.02;;simple;LED гірлянди>LED гірлянди лінійні|АКЦІЇ/РОЗПРОДАЖ
7610;LED Гірлянда лінійна EUROLAMP 5м-6000К;"LED Гірлянда звичайна

Світлодіодна гірлянда ТМ ""EUROLAMP"" має довжину 5 метрів і містить 50 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входять). Має 2 режимів роботи (постійний, мерехтіння), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-50/5/60;simple;0;;328.98;;simple;LED гірлянди>LED гірлянди лінійні|АКЦІЇ/РОЗПРОДАЖ
7623;LED Гірлянда лінійна EUROLAMP 5м-2700К;"LED Гірлянда звичайна

Світлодіодна гірлянда ТМ ""EUROLAMP"" має довжину 5 метрів і містить 50 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входять). Має 2 режимів роботи (постійний, мерехтіння), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-50/5/27;simple;0;;328.98;;simple;LED гірлянди>LED гірлянди лінійні|АКЦІЇ/РОЗПРОДАЖ
7630;LED Гірлянда лінійна EUROLAMP 2м-2700К;"LED Гірлянда звичайна

Світлодіодна гірлянда ТМ ""EUROLAMP"" має довжину 2 метрів і містить 50 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входять). Має 2 режимів роботи (постійний, мерехтіння), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-20/2/27;simple;0;;172.02;;simple;LED гірлянди>LED гірлянди лінійні|АКЦІЇ/РОЗПРОДАЖ
7637;LED Гірлянда лінійна 10м-6000К (S2) EUROLAMP;"LED Гірлянда лінійна

Світлодіодна гірлянда ТМ “EUROLAMP” має довжину 10 метрів і містить 100 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входят). Має 8 режимів роботи (постійний, хвиля, послідовний, переслідування, спалах, мерехтіння\спалах, повільне світіння та повільне згасання), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-100/10/60(S2);simple;0;;399;;simple;LED гірлянди>LED гірлянди лінійні|АКЦІЇ/РОЗПРОДАЖ
7643;LED Гірлянда лінійна 10м-6000К (S3)  EUROLAMP;"LED Гірлянда звичайна

Світлодіодна гірлянда ТМ “EUROLAMP” має довжину 10 метрів і містить 100 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входят). Має 8 режимів роботи (постійний, хвиля, послідовний, переслідування, спалах, мерехтінняспалах, повільне світіння та повільне згасання), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-100/10/60(S3);simple;0;;399;;simple;LED гірлянди>LED гірлянди лінійні|АКЦІЇ/РОЗПРОДАЖ
7655;LED Гірлянда лінійна EUROLAMP 10м-2700К (S3);"LED Гірлянда звичайна

Світлодіодна гірлянда ТМ “EUROLAMP” має довжину 10 метрів і містить 100 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входят). Має 8 режимів роботи (постійний, хвиля, послідовний, переслідування, спалах, мерехтінняспалах, повільне світіння та повільне згасання), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-100/10/27(S3);simple;0;;399;;simple;LED гірлянди>LED гірлянди лінійні|АКЦІЇ/РОЗПРОДАЖ
7659;LED Гірлянда лінійна 10м-2700К (S2) EUROLAMP;"LED Гірлянда звичайна

Світлодіодна гірлянда ТМ “EUROLAMP” має довжину 10 метрів і містить 100 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (в комлпект не входят). Має 8 режимів роботи (постійний, хвиля, послідовний, переслідування, спалах, мерехтінняспалах, повільне світіння та повільне згасання), які змінюються за допопмогую кнопки, яка розміщена на батарейному боксі. Може використовуватись зовні приміщень. Термін придатності необмежений. Гарантія 1 рік.";LED-GL-100/10/27(S2);simple;0;;399;;simple;LED гірлянди>LED гірлянди лінійні|АКЦІЇ/РОЗПРОДАЖ
7861;LED Лампа EUROLAMP А60-7W-E27-3000K;"EUROLAMP LED Лампа А60 7W E27 3000K

Світлодіодна лампа EUROLAMP A60 7W E27 3000K призначена для застосування як основне освітлення в житлових та побутових приміщеннях.
У виробництві ламп застосовано особливий полімерний сплав, для створення якого використовується сучасна технологія хімічної обробки. Завдяки даному екологічному пластику, лампа є абсолютно безпечною для здоров'я людини та навколишнього середовища.
Лампа витримує перепади напруги в діапазоні 175-250V без негативних наслідків для працездатності.

Особливості:
<ul class=""list"">
 	<li>використання у всіх лампах IC драйвера нового покоління;</li>
 	<li>підвищена енергоефективність;</li>
 	<li>екологічно безпечні, не містять шкідливих речовин;</li>
 	<li>не створюють частотних перешкод для роботи інших електричних приладів.</li>
</ul>";LED-A60-07273(N);simple;0;;54;;simple;LED лампи>led лампи Запоріжжя|LED лампи>LED лампи Львів|LED лампи>led лампи Миколаїв|LED лампи>LED лампи Одеса|LED лампи>led лампи Харків|LED лампи>Лед лампи Вінниця|LED лампи>Світлодіодні лампи Дніпро|LED лампи>LED лампи класичні|АКЦІЇ/РОЗПРОДАЖ
7882;LED Лампа EUROLAMP А60-10W-E27-3000K (EURO);"<strong>EUROLAMP LED Лампа серія ""EURO"" A60 10W E27 3000K</strong> – це енергоефективне та надійне рішення для освітлення вашого будинку або офісу. Лампа має стандартний цоколь E27 і підходить для більшості світильників, що робить її універсальною для використання. Завдяки потужності 10 Вт, вона забезпечує яскраве світло, еквівалентне традиційній лампі розжарювання в 75 Вт, але при цьому споживає набагато менше енергії.

Нейтральне біле світло з температурою 3000K створює комфортну атмосферу без перенасичення синім відтінком, що ідеально підходить для роботи, навчання або щоденних справ. Лампа має тривалий термін служби та високу якість світлового потоку, який не мерехтить, що захищає ваші очі від перевтоми.

Це оптимальний вибір для тих, хто шукає економічне та екологічне рішення для щоденного освітлення!";LED-A60-10273(EURO);simple;0;;58.98;;simple;LED лампи>led лампи Запоріжжя|LED лампи>LED лампи Львів|LED лампи>led лампи Миколаїв|LED лампи>LED лампи Одеса|LED лампи>led лампи Харків|LED лампи>Лед лампи Вінниця|LED лампи>Світлодіодні лампи Дніпро|LED лампи>LED лампи класичні|АКЦІЇ/РОЗПРОДАЖ
7885;LED Лампа EUROLAMP А60-12W-E27-3000K (EURO);"<strong>EUROLAMP LED Лампа серія ""EURO"" A60 12W E27 3000K</strong> – це енергоефективне та надійне рішення для освітлення вашого будинку або офісу. Лампа має стандартний цоколь E27 і підходить для більшості світильників, що робить її універсальною для використання. Завдяки потужності 12 Вт, вона забезпечує яскраве світло, еквівалентне традиційній лампі розжарювання в 75 Вт, але при цьому споживає набагато менше енергії.

Нейтральне біле світло з температурою 3000K створює комфортну атмосферу без перенасичення синім відтінком, що ідеально підходить для роботи, навчання або щоденних справ. Лампа має тривалий термін служби та високу якість світлового потоку, який не мерехтить, що захищає ваші очі від перевтоми.

Це оптимальний вибір для тих, хто шукає економічне та екологічне рішення для щоденного освітлення!";LED-A60-12273(EURO);simple;0;;76.02;;simple;LED лампи>led лампи Запоріжжя|LED лампи>LED лампи Львів|LED лампи>led лампи Миколаїв|LED лампи>LED лампи Одеса|LED лампи>led лампи Харків|LED лампи>Лед лампи Вінниця|LED лампи>Світлодіодні лампи Дніпро|LED лампи>LED лампи класичні|АКЦІЇ/РОЗПРОДАЖ
8040;LED Світильник з пультом керування Hursa 50W 3000-6500K EUROLAMP;"<strong>Світлодіодний світильник EUROLAMP LED SMART LIGHT Hursa 50W 3000-6500K</strong>

Стильний та функціональний світильник EUROLAMP LED SMART LIGHT Hursa 50W — це сучасне рішення для освітлення будь-якого інтер’єру. З потужністю 50 Вт і світловим потоком 4000 Лм, він забезпечує яскраве та рівномірне освітлення, яке можна легко налаштувати під ваші потреби. Завдяки регульованій колірній температурі від 3000K до 6500K, ви можете обрати як тепле, затишне світло, так і холодне, яке ідеально підходить для роботи та навчання.

Світильник має функцію регулювання яскравості, що дозволяє створювати комфортне освітлення в будь-який час доби, а також режим нічника, що стане у пригоді для тих, хто полюбляє м'яке освітлення вночі. Завдяки функції пам’яті, світильник запам’ятовує останні налаштування, тож вам не доведеться щоразу налаштовувати його заново.

Світильник оснащений високоякісними світлодіодами з індексом кольоропередачі Ra 80, які забезпечують природну передачу кольорів. Кут розсіювання 120° рівномірно освітлює приміщення, зменшуючи кількість тіней та створюючи затишну атмосферу. Ступінь захисту IP20 робить світильник ідеальним для використання в закритих приміщеннях — вітальнях, спальнях, офісах.

Працює в діапазоні напруги від 180 до 260 В, що гарантує стабільну роботу навіть при перепадах напруги. Компактні розміри (350х90 мм) та сучасний скандинавський дизайн роблять цей світильник універсальним для будь-якого інтер'єру, додаючи йому елегантності та затишку.

Світильник EUROLAMP LED SMART LIGHT Hursa 50W — це поєднання сучасних технологій, енергоефективності та стильного дизайну. З гарантією 2 роки, він стане надійним та довговічним джерелом світла у вашому домі чи офісі.";LED-SL-50W-T14;simple;0;;1599;;simple;LED світильники>LED світильники з пультом керування|АКЦІЇ/РОЗПРОДАЖ
8045;LED Світильник з пультом керування Modernity Black 72W-3000-6500K EUROLAMP;"<strong>Світлодіодний світильник EUROLAMP LED SMART LIGHT Modernity black 72W 3000-6500K</strong>

EUROLAMP LED SMART LIGHT Modernity black 72W — це стильний та потужний світильник, який стане ідеальним вибором для сучасного інтер'єру. Завдяки потужності 72 Вт та світловому потоку 4800 Лм, він забезпечує яскраве та рівномірне освітлення великих приміщень, відмінно підійде для віталень, кухонь, офісів чи комерційних приміщень.

Світильник має регульовану колірну температуру від 3000K до 6500K, що дозволяє обирати між теплим, нейтральним та холодним світлом, створюючи ідеальні умови для відпочинку чи роботи. Функція регулювання яскравості надає можливість підлаштувати освітлення під ваші потреби — від приглушеного світла для вечірнього релаксу до яскравого для активних занять.

Окрім цього, світильник оснащений режимом нічника, який забезпечує м’яке та приємне освітлення вночі, не заважаючи сну. Функція пам’яті дозволяє світильнику зберігати останні налаштування, тому вам не потрібно щоразу встановлювати бажану яскравість та колірну температуру заново

Світильник має високий індекс кольоропередачі Ra 80, що забезпечує природну та комфортну передачу кольорів. Кут розсіювання 120° рівномірно освітлює простір без різких тіней, створюючи затишну атмосферу в приміщенні. Ступінь захисту IP20 робить світильник безпечним для використання в житлових і офісних приміщеннях.

Працює в діапазоні напруги від 180 до 260 В, що забезпечує стабільну роботу навіть при перепадах напруги. Світильник має компактні розміри (490х75 мм), що дозволяє легко інтегрувати його в будь-який інтер’єр. Стриманий скандинавський дизайн додає елегантності вашому простору, роблячи його ще більш сучасним і затишним.

EUROLAMP LED SMART LIGHT Modernity black 72W — це поєднання інноваційних технологій, енергоефективності та витонченого дизайну. Продукт постачається з 2-річною гарантією, що підтверджує його високу якість та надійність.";LED-SL-72W-T25(black);simple;0;;1549.98;;simple;LED світильники>LED світильники з пультом керування|АКЦІЇ/РОЗПРОДАЖ
8055;LED Світильник з пультом керування Modernity White 72W-3000-6500K EUROLAMP;"<strong>Світлодіодний світильник EUROLAMP LED SMART LIGHT Modernity White 72W 3000-6500K</strong>

EUROLAMP LED SMART LIGHT Modernity White 72W — це стильний і функціональний світильник, який ідеально поєднує сучасний дизайн і передові технології освітлення. З потужністю 72 Вт і світловим потоком 4800 Лм, цей світильник забезпечує яскраве та рівномірне освітлення для великих приміщень, таких як вітальні, кухні, офіси або комерційні зони.

Регулювання колірної температури в діапазоні від 3000K до 6500K дозволяє змінювати світло від теплого жовтого до холодного білого, що створює оптимальне освітлення для будь-якої ситуації: робота, відпочинок чи вечірня атмосфера. Функція регулювання яскравості дозволяє налаштовувати інтенсивність світла під ваші потреби, забезпечуючи максимальний комфорт.

Світильник оснащений режимом нічника, який ідеально підходить для нічного освітлення, створюючи м’яке, заспокійливе світло. Завдяки функції пам’яті, пристрій запам’ятовує останні налаштування яскравості та колірної температури, що робить його використання зручним та простим.

Індекс кольоропередачі Ra 80 гарантує природне та точне відтворення кольорів, що особливо важливо для комфортного освітлення. Кут розсіювання 120° забезпечує рівномірний розподіл світла без тіней, роблячи освітлення приємним і затишним. Ступінь захисту IP20 робить цей світильник безпечним для використання у житлових і офісних приміщеннях.

Працює в широкому діапазоні напруги 180-260 В, що забезпечує стабільну роботу навіть за перепадів напруги в мережі. Компактні розміри (490х75 мм) дозволяють легко інтегрувати світильник у будь-який інтер'єр. Сучасний мінімалістичний дизайн білого кольору додасть стильного акценту будь-якому приміщенню, поєднуючи функціональність і естетику.

EUROLAMP LED SMART LIGHT Modernity White 72W — це поєднання високої якості, сучасних технологій і стильного дизайну. Світильник постачається з гарантією 2 роки, що підтверджує його надійність та довговічність. Це ідеальний вибір для тих, хто шукає сучасне та енергоефективне освітлення для свого простору.";LED-SL-72W-T25(white);simple;0;;1549.98;;simple;LED світильники>LED світильники з пультом керування|АКЦІЇ/РОЗПРОДАЖ
8062;LED Світильник EUROLAMP з пультом керування ORBITOR 48W-3000-6500K;"<strong>Світлодіодний світильник EUROLAMP LED SMART LIGHT ORBITOR 48W 3000-6500K</strong>

EUROLAMP LED SMART LIGHT ORBITOR 48W — це сучасний світильник, який поєднує в собі стильний дизайн і високу функціональність. З потужністю 48 Вт і світловим потоком 3200 Лм, цей світильник забезпечує якісне освітлення для середніх і великих приміщень, таких як спальні, вітальні, кухні, офіси або робочі зони.

Світильник підтримує регулювання колірної температури від 3000K до 6500K, що дозволяє налаштувати освітлення під ваш настрій або потреби. Від теплого, м’якого світла до холодного, денного — ви легко зможете створити ідеальні умови для роботи, відпочинку чи вечірньої атмосфери. Регулювання яскравості додає ще більше гнучкості у використанні, дозволяючи підібрати оптимальний рівень освітлення для будь-якої ситуації.

Особливістю світильника є режим нічника, що надає м’яке і приємне освітлення у нічний час, ідеально підходить для спалень чи дитячих кімнат. Функція пам’яті зберігає останні налаштування, що робить його використання зручним — вам не потрібно щоразу налаштовувати яскравість і температуру світла заново.

Індекс кольоропередачі Ra 80 забезпечує природне відтворення кольорів, створюючи комфортну атмосферу без спотворення відтінків. Кут розсіювання світла 120° рівномірно освітлює простір, зменшуючи тіні і забезпечуючи комфортне середовище. Ступінь захисту IP20 робить світильник безпечним для використання в закритих приміщеннях.

Працює в діапазоні напруги від 180 до 260 В, забезпечуючи стабільну роботу навіть при перепадах напруги в мережі. Компактні розміри (390х75 мм) дозволяють легко інтегрувати світильник у будь-який інтер'єр, додаючи йому сучасного вигляду. Мінімалістичний дизайн і висока функціональність роблять цей світильник ідеальним рішенням для будь-якого простору.

EUROLAMP LED SMART LIGHT ORBITOR 48W — це відмінне поєднання енергоефективності, сучасних технологій та елегантного дизайну. З гарантією 2 роки, він стане надійним джерелом світла для вашого дому чи офісу.";LED-SL-48W-T26;simple;0;;868.02;;simple;LED світильники>LED світильники з пультом керування|АКЦІЇ/РОЗПРОДАЖ
8069;LED Світильник з пультом керування Rexus 72W-3000-6500K EUROLAMP;"<strong>Світлодіодний світильник EUROLAMP LED SMART LIGHT Rexus 72W 3000-6500K</strong>

EUROLAMP LED SMART LIGHT Rexus 72W — це потужний і стильний світильник, створений для забезпечення якісного освітлення у будь-якому інтер’єрі. Завдяки потужності 72 Вт і світловому потоку 4800 Лм, цей світильник стане ідеальним рішенням для освітлення великих приміщень, таких як вітальні, спальні, офіси або кухні.

Основною перевагою світильника є регулювання колірної температури в діапазоні від 3000K до 6500K, що дозволяє вибирати між теплим жовтим, нейтральним білим та холодним денним світлом. Це дає змогу створювати комфортну атмосферу для різних завдань — від спокійного відпочинку до активної роботи. Функція регулювання яскравості дозволяє налаштувати інтенсивність світла під ваші потреби, роблячи освітлення максимально адаптивним.

Світильник оснащений режимом нічника, що надає м’яке, приглушене освітлення у вечірній чи нічний час, створюючи комфортну атмосферу для сну. Функція пам’яті зберігає останні налаштування яскравості та температури світла, що робить його використання ще зручнішим.

Індекс кольоропередачі Ra 80 гарантує природне та точне відтворення кольорів, роблячи освітлення приємним для очей. Кут розсіювання світла 120° забезпечує рівномірне освітлення приміщення без різких тіней, що створює відчуття простору і комфорту. Ступінь захисту IP20 робить світильник безпечним для використання у закритих приміщеннях.

Світильник працює в широкому діапазоні напруги від 180 до 260 В, що забезпечує стабільну роботу навіть при перепадах напруги. Завдяки своїм компактним розмірам (500х75 мм), він легко вписується у будь-який інтер'єр, додаючи йому сучасного вигляду і стилю.

EUROLAMP LED SMART LIGHT Rexus 72W — це поєднання високої якості, енергоефективності та сучасного дизайну. Ідеальний для тих, хто шукає надійне та естетично привабливе освітлення. Світильник постачається з гарантією 2 роки, що підтверджує його надійність та довговічність, роблячи його чудовим вибором для будь-якого простору.";LED-SL-72W-T27;simple;0;;1678.02;;simple;LED світильники>LED світильники з пультом керування|АКЦІЇ/РОЗПРОДАЖ
