id;Title;Content;SKU;Product Type;Parent Product ID;Regular Price;Sale Price;Stock;Категорії товарів
6070;LED Светильник настольный на прищепке 5W 6500K EUROLAMP;"EUROLAMP LED Светильник настольный на прищепке 5W 6500K белый.

Данная модель светодиодной настольной лампы от ТМ Eurolamp – осветительный прибор с возможностью регулировки угла наклона.

Приспособлен для размещения на рабочем столе и предназначен для его освещения. Подвижная конструкция светильника позволяет направлять свет к нужному участку и в нужном направлении.

Преимуществом данной модели является специальная платформа удерживания светильника – прищепка, с помощью которой прибор можно разместить как в горизонтальном, так и вертикальном положении.

&nbsp;

<strong>Светильник имеет возможность работать автономно при использовании PowerBank!</strong>";LED-TLP-5W(white);simple;0;439.02;;194;LED светильники>LED светильники Винница|LED светильники>LED светильники Днепр|LED светильники>LED светильники Запорожье|LED светильники>LED светильники настольные (Бра) Харьков|LED светильники>LED светильники Одесса|LED светильники>LED светильники Харьков|LED светильники>LED светильники настольные|АКЦИИ/РАСПРОДАЖА
6077;LED Светильник настольный на прищепке 5W EUROLAMP;"EUROLAMP LED Светильник настольный на прищепке 5W 6500K черный.

Данная модель светодиодной настольной лампы от ТМ Eurolamp – осветительный прибор с возможностью регулировки угла наклона.

Приспособлен для размещения на рабочем столе и предназначен для его освещения. Подвижная конструкция светильника позволяет направлять свет к нужному участку и в нужном направлении.

Преимуществом данной модели является специальная платформа удерживания светильника – прищепка, с помощью которой прибор можно разместить как в горизонтальном, так и вертикальном положении.

&nbsp;

<strong>Светильник имеет возможность работать автономно при использовании PowerBank!</strong>";LED-TLP-5W(black);simple;0;439.02;;119;LED светильники>LED светильники Винница|LED светильники>LED светильники Днепр|LED светильники>LED светильники Запорожье|LED светильники>LED светильники настольные (Бра) Харьков|LED светильники>LED светильники Одесса|LED светильники>LED светильники Харьков|LED светильники>LED светильники настольные|АКЦИИ/РАСПРОДАЖА
6082;LED Люстра акриловая квадратная 130W-3000-6500K EUROLAMP;"EUROLAMP LED Люстра светодиодная акриловая квадратная A63 130W 3000-6500K

НОВИНКА В АССОРТИМЕНТЕ ТМ EUROLAMP. Акриловые люстры.

Данные люстры имеют алюминиевый и акриловый корпус.

Особенность этого вида люстр - это возможность управления температурой свечения и световым потоком с помощью пульта управления.

С выключателя люстра переключается как любая другая светодиодная люстра. Каждое включение отключение поочередно переводит люстру по таким режимам: подсветка, холодный свет, теплый свет, нейтральный свет.

В режиме максимального уровня освещенности, люстра выдает 3500Lm светового потока.

Универсальный дизайн люстры подойдет под любой стиль помещения.
Также, акриловая люстра имеет множество дополнительных функций и режимов для удобства использования. Таких как:
<ul class=""list"">
 	<li>управление цветовой температурой от 3000К до 6500К;</li>
 	<li>управление яркостью;</li>
 	<li>таймер автоматического выключения;</li>
 	<li>режим ночника.</li>
</ul>";LED-ALS-130-A63;simple;0;1999.02;;430;LED светильники>LED светильники с пультом управления|АКЦИИ/РАСПРОДАЖА
6090;LED Люстра акриловая квадратная  160W-3000-6500K EUROLAMP;"EUROLAMP LED Люстра светодиодная акриловая квадратная A65 160W 3000-6500K

НОВИНКА В АССОРТИМЕНТЕ ТМ EUROLAMP. Акриловые люстры.

Данные люстры имеют алюминиевый и акриловый корпус.

Особенность этого вида люстр - это возможность управления температурой свечения и световым потоком с помощью пульта управления.

С выключателя люстра переключается как любая другая светодиодная люстра. Каждое включение отключение поочередно переводит люстру по таким режимам: подсветка, холодный свет, теплый свет, нейтральный свет.

В режиме максимального уровня освещенности, люстра выдает 4300Lm светового потока.

Универсальный дизайн люстры подойдет под любой стиль помещения.
Также, акриловая люстра имеет множество дополнительных функций и режимов для удобства использования. Таких как:
<ul class=""list"">
 	<li>управление цветовой температурой от 3000К до 6500К;</li>
 	<li>управление яркостью;</li>
 	<li>таймер автоматического выключения;</li>
 	<li>режим ночника.</li>
</ul>";LED-ALS-160-A65;simple;0;2599.02;;56;LED светильники>LED светильники Винница|LED светильники>LED светильники Днепр|LED светильники>LED светильники Запорожье|LED светильники>LED светильники Одесса|LED светильники>LED светильники Харьков|LED светильники>LED светильники с пультом управления|АКЦИИ/РАСПРОДАЖА
6095;EUROLAMP LED Люстра светодиодная акриловая круглая A64 120W 3000-6500K;"EUROLAMP LED Люстра светодиодная акриловая круглая A64 120W 3000-6500K

НОВИНКА В АССОРТИМЕНТЕ ТМ EUROLAMP. Акриловые люстры.

Данные люстры имеют алюминиевый и акриловый корпус.

Особенность этого вида люстр - это возможность управления температурой свечения и световым потоком с помощью пульта управления.

С выключателя люстра переключается как любая другая светодиодная люстра. Каждое включение отключение поочередно переводит люстру по таким режимам: подсветка, холодный свет, теплый свет, нейтральный свет.

В режиме максимального уровня освещенности, люстра выдает 3200Lm светового потока.

Универсальный дизайн люстры подойдет под любой стиль помещения.
Также, акриловая люстра имеет множество дополнительных функций и режимов для удобства использования. Таких как:
<ul class=""list"">
 	<li>управление цветовой температурой от 3000К до 6500К;</li>
 	<li>управление яркостью;</li>
 	<li>таймер автоматического выключения;</li>
 	<li>режим ночника.</li>
</ul>";LED-ALR-120-A64;simple;0;1935;;335;LED светильники>LED светильники Винница|LED светильники>LED светильники Днепр|LED светильники>LED светильники Запорожье|LED светильники>LED светильники Одесса|LED светильники>LED светильники Харьков|LED светильники>LED светильники с пультом управления|АКЦИИ/РАСПРОДАЖА
7511;LED Гирлянда уличная IP-44 EUROLAMP 10м-2700К;"LED Гирлянда EUROLAMP уличная LED-GL-100/10/27(SL)

Светодиодная гирлянда ТМ EUROLAMP имеет длину 10 метров и содержит 100 светодиодов яркого свечения с низким энергопотреблением. Работает от трех батареек типа АА (в комплект не входят). Имеет 8 режимов работы (постоянный, волна, последовательный, преследование, вспышка, мерцание\вспышка, медленное свечение и медленное затухание), которые меняются с помощью кнопки, расположенной на батарейном боксе. Может использоваться снаружи помещений. Срок годности не ограничен. Гарантия 1 год.";LED-GL-100/10/27(SL);simple;0;598.98;;191;LED гирлянды>LED гирлянды уличные|АКЦИИ/РАСПРОДАЖА
7518;LED Гирлянда уличная IP-44 EUROLAMP 10м-6000К;"LED Гирлянда EUROLAMP уличная LED-GL-100/10/60(SL)

Светодиодная гирлянда ТМ EUROLAMP имеет длину 10 метров и содержит 100 светодиодов яркого свечения с низким энергопотреблением. Работает от трех батареек типа АА (в комплект не входят). Имеет 8 режимов работы (постоянный, волна, последовательный, преследование, вспышка, мерцаниевспышка, медленное свечение и медленное затухание), которые меняются с помощью кнопки, расположенной на батарейном боксе. Может использоваться снаружи помещений. Срок годности не ограничен. Гарантия 1 год.";LED-GL-100/10/60(SL);simple;0;598.98;;425;LED гирлянды>LED гирлянды уличные|АКЦИИ/РАСПРОДАЖА
7596;Аккумуляторная сборка 6S1P-Samsung;"<h2>Аккумуляторная Сборка 6S1P на элементах Samsung: Баланс Мощности и Компактности!</h2>
Представляем <b>аккумуляторную сборку 6S1P на элементах Samsung</b> — это высококачественный и надёжный источник питания, идеально подходящий для устройств, где критически важна компактность, лёгкий вес и стабильное высокое напряжение. Собранная из оригинальных литий-ионных элементов Samsung, известных своей эффективностью и безопасностью, эта сборка обеспечивает оптимальную производительность для широкого спектра применений.

<b>6S1P</b> означает:
<ul>
 	<li><b>6S (6 Series):</b> Шесть аккумуляторных элементов соединены <b>последовательно</b>. Это обеспечивает высокое номинальное напряжение сборки. Для Li-ion элементов Samsung (обычно с номинальным напряжением <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">3.6</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span> или <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">3.7</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span> на элемент), общая номинальная напруга сборки составит около <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord""><span class=""mord mathbf"">21.6</span><span class=""mord text""> <span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span></span> или <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord""><span class=""mord mathbf"">22.2</span><span class=""mord text""> <span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span></span>. При полном заряде (до <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">4.2</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span> на элемент) напряжение может достигать <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord""><span class=""mord mathbf"">25.2</span><span class=""mord text""> <span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span></span>.</li>
 	<li><b>1P (1 Parallel):</b> Один параллельный ряд элементов. Это означает, что сборка имеет <b>ёмкость одного элемента Samsung</b>, а максимальный ток разряда будет равен максимальному току разряда одного элемента.</li>
</ul>";APS-6/1-50S;simple;0;2490;;;Аккумуляторы и инверторы>Аккумуляторные сборки|Аккумуляторы и инверторы>Аккумуляторные сборки|Собственное производство|АКЦИИ/РАСПРОДАЖА
7599;Аккумуляторная сборка 6S3P-Samsung;"<h2>Аккумуляторная Сборка 6S3P на элементах Samsung: Максимальная Ёмкость и Мощность для Долговременных Задач!</h2>
&nbsp;

Представляем <b>аккумуляторную сборку 6S3P на элементах Samsung</b> — это высокопроизводительный и исключительно надёжный источник питания, предназначенный для устройств, которым требуется как значительная ёмкость, так и возможность выдавать высокие токи. Собранная из оригинальных литий-ионных элементов Samsung, эта сборка гарантирует исключительную надёжность, долговечность и стабильную подачу энергии для самых требовательных применений.

<b>6S3P</b> расшифровывается как:
<ul>
 	<li><b>6S (6 Series):</b> Шесть аккумуляторных элементов соединены <b>последовательно</b>. Это обеспечивает высокое номинальное напряжение сборки (для Li-ion элементов, как правило, это около <b>22.2 В</b>, поскольку каждый элемент имеет <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">3.7</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span>, или до <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">25.2</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span> при полном заряде, ведь каждый элемент заряжается до <span class=""math-inline""><span class=""katex""><span class=""katex-html"" aria-hidden=""true""><span class=""base""><span class=""mord"">4.2</span><span class=""mord text""><span class=""mord""> </span><span class=""mord cyrillic_fallback"">В</span></span></span></span></span></span>).</li>
 	<li><b>3P (3 Parallel):</b> Три параллельных звена элементов. Это утраивает общую <b>ёмкость сборки</b> и значительно увеличивает <b>максимальный ток разряда</b>, что критически важно для мощных устройств, работающих продолжительное время.</li>
</ul>";APS-6/3-50S;simple;0;6490.02;;5;Аккумуляторы и инверторы>Аккумуляторные сборки|Аккумуляторы и инверторы>Аккумуляторные сборки|Собственное производство|АКЦИИ/РАСПРОДАЖА
7603;LED Гирлянда линейная EUROLAMP 2м-6000К;Светодиодная гирлянда ТМ EUROLAMP имеет длину 2 метров и содержит 50 светодиодов яркого свечения с низким энергопотреблением. Работает от трех батареек типа АА (в комплект не входят). Имеет 2 режима работы (постоянный, мерцание), которые меняются с помощью кнопки, которая размещена на батарейном боксе. Может использоваться снаружи помещений. Срок годности не ограничен. Гарантия 1 год.;LED-GL-20/2/60;simple;0;172.02;;2316;LED гирлянды>LED гирлянды линейные|АКЦИИ/РАСПРОДАЖА
7611;LED Гирлянда линейная EUROLAMP 5м-6000К;Светодиодная гирлянда ТМ EUROLAMP имеет длину 5 метров и содержит 50 светодиодов яркого свечения с низким энергопотреблением. Работает от трех батареек типа АА (в комплект не входят). Имеет 2 режима работы (постоянный, мерцание), которые меняются с помощью кнопки, которая размещена на батарейном боксе. Может использоваться снаружи помещений. Срок годности не ограничен. Гарантия 1 год.;LED-GL-50/5/60;simple;0;328.98;;2515;LED гирлянды>LED гирлянды линейные|АКЦИИ/РАСПРОДАЖА
7624;LED Гирлянда линейная EUROLAMP 5м-2700К;Светодиодная гирлянда ТМ EUROLAMP имеет длину 5 метров и содержит 50 светодиодов яркого свечения с низким энергопотреблением. Работает от трех батареек типа АА (в комплект не входят). Имеет 2 режима работы (постоянный, мерцание), которые меняются с помощью кнопки, которая размещена на батарейном боксе. Может использоваться снаружи помещений. Срок годности не ограничен. Гарантия 1 год.;LED-GL-50/5/27;simple;0;328.98;;1606;LED гирлянды>LED гирлянды линейные|АКЦИИ/РАСПРОДАЖА
7629;LED Гирлянда линейная EUROLAMP 2м-2700К;Светодиодная гирлянда ТМ EUROLAMP имеет длину 2 метров и содержит 50 светодиодов яркого свечения с низким энергопотреблением. Работает от трех батареек типа АА (в комплект не входят). Имеет 2 режима работы (постоянный, мерцание), которые меняются с помощью кнопки, которая размещена на батарейном боксе. Может использоваться снаружи помещений. Срок годности не ограничен. Гарантия 1 год.;LED-GL-20/2/27;simple;0;172.02;;2318;LED гирлянды>LED гирлянды линейные|АКЦИИ/РАСПРОДАЖА
7638;LED Гирлянда линейная 10м-6000К (S2) EUROLAMP;Світлодіодна гірлянда ТМ “EUROLAMP” має довжину 10 метрів та містить 100 світлодіодів яскравого свічення з низьким енергоспоживанням. Працює від трьох батарейок типу АА (до комплекту не входять). Має 8 режимів роботи (постійний, хвиля, послідовний, переслідування, спалах, мерехтіння\спалах, повільне світіння та повільне згасання), які змінюються за допомогою кнопки, яка розміщена на батарейному боксі. Може використовуватись ззовні приміщень. Термін придатності необмежень. Гарантія 1 рік.;LED-GL-100/10/60(S2);simple;0;399;;549;LED гирлянды>LED гирлянды линейные|АКЦИИ/РАСПРОДАЖА
7644;LED Гирлянда линейная 10м-6000К (S3) EUROLAMP;Светодиодная гирлянда ТМ EUROLAMP имеет длину 10 метров и содержит 100 светодиодов яркого свечения с низким энергопотреблением. Работает от трех батареек типа АА (в комплект не входят). Имеет 8 режимов работы (постоянный, волна, последовательный, преследование, вспышка, мерцание вспышки, медленное свечение и медленное затухание), которые изменяются с помощью кнопки, расположенной на батарейном боксе. Может использоваться снаружи помещений. Срок годности неограничений. Гарантия 1 год.;LED-GL-100/10/60(S3);simple;0;399;;940;LED гирлянды>LED гирлянды линейные|АКЦИИ/РАСПРОДАЖА
7654;LED Гирлянда линейная EUROLAMP 10м-2700К (S3);Светодиодная гирлянда ТМ EUROLAMP имеет длину 10 метров и содержит 100 светодиодов яркого свечения с низким энергопотреблением. Работает от трех батареек типа АА (в комплект не входят). Имеет 8 режимов работы (постоянный, волна, последовательный, преследование, вспышка, мерцание вспышки, медленное свечение и медленное затухание), которые изменяются с помощью кнопки, расположенной на батарейном боксе. Может использоваться снаружи помещений. Срок годности неограничений. Гарантия 1 год.;LED-GL-100/10/27(S3);simple;0;399;;600;LED гирлянды>LED гирлянды линейные|АКЦИИ/РАСПРОДАЖА
7660;LED Гирлянда линейная 10м-2700К (S2) EUROLAMP;Светодиодная гирлянда ТМ EUROLAMP имеет длину 10 метров и содержит 100 светодиодов яркого свечения с низким энергопотреблением. Работает от трех батареек типа АА (в комплект не входят). Имеет 8 режимов работы (постоянный, волна, последовательный, преследование, вспышка, мерцание вспышки, медленное свечение и медленное затухание), которые изменяются с помощью кнопки, расположенной на батарейном боксе. Может использоваться снаружи помещений. Срок годности неограничений. Гарантия 1 год.;LED-GL-100/10/27(S2);simple;0;399;;433;LED гирлянды>LED гирлянды линейные|АКЦИИ/РАСПРОДАЖА
7862;LED Лампа EUROLAMP А60-7W-E27-3000K;"EUROLAMP LED Лампа А60 7W E27 3000K

Светодиодная лампа EUROLAMP A60 7W E27 3000K предназначена для применения в качестве основного освещения в жилых и бытовых помещениях.
В производстве ламп применен особый полимерный сплав, для создания которого используется современная технология химической обработки. Благодаря данному экологическому пластику, лампа является абсолютно безопасной для здоровья человека и окружающей среды.
Лампа выдерживает перепады напряжения в диапазоне 175-250V без негативных последствий для работоспособности.

Особенности:
<ul class=""list"">
 	<li>использование во всех лампах IC драйвера нового поколения;</li>
 	<li>повышенная энергоэффективность;</li>
 	<li>экологически безопасны, не содержат вредных веществ;</li>
 	<li>не создают частотных помех для работы других электрических приборов.</li>
</ul>";LED-A60-07273(N);simple;0;54;;2391;LED лампы>LED лампа Кривой Рог|LED лампы>LED лампа Полтава|LED лампы>LED лампа Черкассы|LED лампы>LED лампы Запорожье|LED лампы>LED лампы Николаев|LED лампы>LED лампы Одесса|LED лампы>Лед лампы Винница|LED лампы>Светодиодные лампы Днепр|LED лампы>LED лампы Львов|LED лампы>LED лампы Харьков|LED лампы>LED лампы классические|АКЦИИ/РАСПРОДАЖА
7883;LED Лампа EUROLAMP А60-10W-E27-3000K (EURO);"EUROLAMP LED Лампа серия ""EURO"" A60 10W E27 3000K – это энергоэффективное и надежное решение для освещения вашего дома или офиса. Лампа имеет стандартный цоколь E27 и подходит для большинства светильников, что делает его универсальным для использования. Благодаря мощности 10 Вт, она обеспечивает яркий свет, эквивалентный традиционной лампе накаливания в 75 Вт, но при этом потребляет гораздо меньше энергии.

Нейтральный белый свет с температурой 3000K создает комфортную атмосферу без перенасыщения синим оттенком, идеально подходящим для работы, обучения или ежедневных дел. Лампа имеет длительный срок службы и высокое качество светового потока, который не мерцает, что защищает глаза от переутомления.

Это оптимальный выбор для тех, кто ищет экономическое и экологичное решение для ежедневного освещения!";LED-A60-10273(EURO);simple;0;58.98;;13;LED лампы>LED лампа Кривой Рог|LED лампы>LED лампа Полтава|LED лампы>LED лампа Черкассы|LED лампы>LED лампы Запорожье|LED лампы>LED лампы Николаев|LED лампы>LED лампы Одесса|LED лампы>Лед лампы Винница|LED лампы>Светодиодные лампы Днепр|LED лампы>LED лампы Львов|LED лампы>LED лампы Харьков|LED лампы>LED лампы классические|АКЦИИ/РАСПРОДАЖА
7886;LED Лампа EUROLAMP А60-12W-E27-3000K (EURO);"EUROLAMP LED Лампа серия ""EURO"" A60 12W E27 3000K – это энергоэффективное и надежное решение для освещения вашего дома или офиса. Лампа имеет стандартный цоколь E27 и подходит для большинства светильников, что делает его универсальным для использования. Благодаря мощности 10 Вт, она обеспечивает яркий свет, эквивалентный традиционной лампе накаливания в 75 Вт, но при этом потребляет гораздо меньше энергии.

Нейтральный белый свет с температурой 3000K создает комфортную атмосферу без перенасыщения синим оттенком, идеально подходящим для работы, обучения или ежедневных дел. Лампа имеет длительный срок службы и высокое качество светового потока, который не мерцает, что защищает глаза от переутомления.

Это оптимальный выбор для тех, кто ищет экономическое и экологичное решение для ежедневного освещения!";LED-A60-12273(EURO);simple;0;76.02;;2392;LED лампы>LED лампа Кривой Рог|LED лампы>LED лампа Полтава|LED лампы>LED лампа Черкассы|LED лампы>LED лампы Запорожье|LED лампы>LED лампы Николаев|LED лампы>LED лампы Одесса|LED лампы>Лед лампы Винница|LED лампы>Светодиодные лампы Днепр|LED лампы>LED лампы Львов|LED лампы>LED лампы Харьков|LED лампы>LED лампы классические|АКЦИИ/РАСПРОДАЖА
8041;LED Светильник с пультом управления Hursa 72W-3000-6500K EUROLAMP;"<strong>Светодиодный светильник EUROLAMP LED SMART LIGHT Hursa 50W 3000-6500K</strong>

Стильный и функциональный светильник EUROLAMP LED SMART LIGHT Hursa 50W – это современное решение для освещения любого интерьера. С мощностью 50 Вт и световым потоком 4000 Лм он обеспечивает яркое и равномерное освещение, которое можно легко настроить под ваши потребности. Благодаря регулируемой цветовой температуре от 3000K до 6500K, вы можете выбрать как теплый, уютный свет, так и холодный, идеально подходящий для работы и обучения.

Светильник имеет функцию регулировки яркости, позволяющую создавать комфортное освещение в любое время суток, а также режим ночника, который пригодится тем, кто любит мягкое освещение ночью. Благодаря функции памяти, светильник запоминает последние настройки, так что вам не придется каждый раз настраивать его заново.

Светильник оснащен высококачественными светодиодами с индексом цветопередачи Ra 80, которые обеспечивают естественную цветопередачу. Угол рассеяния 120° равномерно освещает помещение, уменьшая количество теней и создавая уютную атмосферу. Степень защиты IP20 делает светильник идеальным для использования в закрытых помещениях – гостиных, спальнях, офисах.

Работает в диапазоне напряжений от 180 до 260 В, что гарантирует стабильную работу даже при перепадах напряжения. Компактные размеры (350х90 мм) и современный скандинавский дизайн делают этот светильник универсальным для любого интерьера, придавая ему элегантность и уют.

Светильник EUROLAMP LED SMART LIGHT Hursa  50W – это сочетание современных технологий, энергоэффективности и стильного дизайна. С гарантией 2 года он станет надежным и долговечным источником света в вашем доме или офисе.";LED-SL-50W-T14;simple;0;1599;;208;LED светильники>LED светильники Винница|LED светильники>LED светильники Днепр|LED светильники>LED светильники Одесса|LED светильники>LED светильники Харьков|LED светильники>LED светильники с пультом управления|АКЦИИ/РАСПРОДАЖА
8046;LED Светильник с пультом управления Modernity Black 72W-3000-6500K EUROLAMP;"<div><strong>Светодиодный светильник EUROLAMP LED SMART LIGHT Modernity black 72W 3000-6500K</strong></div>
<div></div>
<div>EUROLAMP LED SMART LIGHT Modernity black 72W – это стильный и мощный светильник, который станет идеальным выбором для современного интерьера. Благодаря мощности 72 Вт и световому потоку 4800 Лм, он обеспечивает яркое и равномерное освещение больших помещений, отлично подойдет для гостиных, кухонь, офисов или коммерческих помещений.</div>
<div></div>
<div>Светильник имеет регулируемую цветовую температуру от 3000K до 6500K, что позволяет выбирать между теплым, нейтральным и холодным светом, создавая идеальные условия для отдыха или работы. Функция регулировки яркости позволяет подстроить освещение под ваши потребности — от приглушенного света для вечернего релакса до яркого для активных занятий.</div>
<div></div>
<div>Кроме этого, светильник оснащен режимом ночника, обеспечивающим мягкое и приятное освещение ночью, не мешая сну. Функция памяти позволяет светильнику сохранять последние настройки, поэтому не нужно каждый раз устанавливать желаемую яркость и цветовую температуру заново.</div>
<div></div>
<div>Светильник имеет высокий индекс цветопередачи Ra 80, что обеспечивает естественную и комфортную цветопередачу. Угол рассеяния 120° равномерно освещает пространство без резких теней, создавая уютную атмосферу в помещении. Степень защиты IP20 делает светильник безопасным для использования в жилых и офисных помещениях.</div>
<div></div>
<div>Работает в диапазоне от 180 до 260 В, что обеспечивает стабильную работу даже при перепадах напряжения. Светильник имеет компактные размеры (490х75 мм), что позволяет легко интегрировать его в любой интерьер. Сдержанный скандинавский дизайн придает элегантности вашему пространству, что делает его еще более современным и уютным.</div>
<div></div>
<div>EUROLAMP LED SMART LIGHT Modernity black 72W – это сочетание инновационных технологий, энергоэффективности и утонченного дизайна. Продукт поставляется с 2-летней гарантией, подтверждающей его высокое качество и надежность.</div>";LED-SL-72W-T25(black);simple;0;1549.98;;259;LED светильники>LED светильники Винница|LED светильники>LED светильники Днепр|LED светильники>LED светильники Запорожье|LED светильники>LED светильники Одесса|LED светильники>LED светильники Харьков|LED светильники>LED светильники с пультом управления|АКЦИИ/РАСПРОДАЖА
8056;LED Светильник с пультом управления Modernity White 72W-3000-6500K EUROLAMP;"<div><strong>Светодиодный светильник EUROLAMP LED SMART LIGHT Modernity White 72W 3000-6500K</strong></div>
<div></div>
<div>EUROLAMP LED SMART LIGHT Modernity White 72W – это стильный и функциональный светильник, идеально сочетающий современный дизайн и передовые технологии освещения. С мощностью 72 Вт и световым потоком 4800 Лм этот светильник обеспечивает яркое и равномерное освещение для больших помещений, таких как гостиные, кухни, офисы или коммерческие зоны.</div>
<div></div>
<div>Регулировка цветовой температуры в диапазоне от 3000K до 6500K позволяет изменять свет от теплого желтого до холодного белого, что создает оптимальное освещение для любой ситуации: работа, отдых или вечерняя атмосфера. Функция регулировки яркости позволяет настраивать интенсивность света под ваши потребности, обеспечивая максимальный комфорт.</div>
<div></div>
<div>Светильник оснащен режимом ночника, который идеально подходит для ночного освещения, создавая мягкий успокаивающий свет. Благодаря функции памяти устройство запоминает последние настройки яркости и цветовой температуры, что делает его удобным и простым.</div>
<div></div>
<div>Индекс цвета Ra 80 гарантирует точное и естественное воспроизведение цветов, что особенно важно для комфортного освещения. Угол рассеяния 120° обеспечивает равномерное распределение света без теней, делая освещение приятным и уютным. Степень защиты IP20 делает этот светильник безопасным для использования в жилых и офисных помещениях.</div>
<div></div>
<div>Работает в широком диапазоне 180-260 В, что обеспечивает стабильную работу даже при перепадах напряжения в сети. Компактные размеры (490х75 мм) позволяют легко интегрировать светильник в любой интерьер. Современный минималистичный дизайн белого цвета придаст стильный акцент любому помещению, сочетая функциональность и эстетику.</div>
<div></div>
<div>EUROLAMP LED SMART LIGHT Modernity White 72W – это сочетание высокого качества, современных технологий и стильного дизайна. Светильник поставляется с гарантией 2 года, что подтверждает его надежность и долговечность. Это идеальный выбор для тех, кто ищет современное и энергоэффективное освещение своего пространства.</div>";LED-SL-72W-T25(white);simple;0;1549.98;;391;LED светильники>LED светильники Винница|LED светильники>LED светильники Днепр|LED светильники>LED светильники Запорожье|LED светильники>LED светильники Одесса|LED светильники>LED светильники Харьков|LED светильники>LED светильники с пультом управления|АКЦИИ/РАСПРОДАЖА
