id;Title;Content;SKU;Product Type;Regular Price;Sale Price;Stock
2010;LED Світильник з пультом керування 50W-3000K-6500K EUROLAMP;"EUROLAMP LED Світильник SMARTLIGHT LIGHT Crystal Square T16 50W 3000K-6500K

Особливість даного виду світильників - це можливість управління температурою свічення і світловим потоком за допомогою пульту управління.
Простий в установці і практичний у використанні, світильник SmartLight допоможе Вам заощадити не тільки кошти, а й час, адже тепер для регулювання освітленості в приміщенні є пульт.

У режимі максимального рівня освітленості, світильник SmartLight 50W видає 4000Lm світлового потоку.
Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, віталень, спалень, дитячих кімнат.

Мінімалістичний універсальний дизайн світильника підійде під будь-який стиль приміщення.
Також, світильник SmartLight володіє безліччю додаткових функцій і режимів для зручності використання. Таких як:
<ul>
 	<li>управління колірною температурою від 3000К до 6500К;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>управління яскравістю;</li>
 	<li>режим нічника;</li>
</ul>";LED-SL-50W-T16;simple;1450.02;1232,52;109
2011;LED Світильник з пультом керування 50W-3000K-6500K EUROLAMP;"EUROLAMP LED Світильник SMARTLIGHT LIGHT Penny T19 50W 3000K-6500K

Особливість даного виду світильників - це можливість управління температурою свічення і світловим потоком за допомогою пульту управління.
Простий в установці і практичний у використанні, світильник SmartLight допоможе Вам заощадити не тільки кошти, а й час, адже тепер для регулювання освітленості в приміщенні є пульт.

У режимі максимального рівня освітленості, світильник SmartLight 50W видає 4000Lm світлового потоку.
Даний тип світильників рекомендовано використовувати в приміщеннях типу: кухні, віталень, спалень, дитячих кімнат.

Мінімалістичний універсальний дизайн світильника підійде під будь-який стиль приміщення.
Також, світильник SmartLight володіє безліччю додаткових функцій і режимів для зручності використання. Таких як:
<ul>
 	<li>управління колірною температурою від 3000К до 6500К;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>управління яскравістю;</li>
 	<li>режим нічника;</li>
</ul>";LED-SL-50W-T19;simple;1249.98;1062,48;17
2013;LED Світильник з пультом керування Van Gogh RGB 24W-3000-6500K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник SMART LIGHT Van Gogh 24W RGB 3000-6500K

Особливість даного виду світильників - це можливість управління температурою свічення і світловим потоком за допомогою пульта управління. Простий в установці і практичний у використанні, світильник SmartLight допоможе Вам заощадити не тільки кошти, а й час, адже тепер для регулювання освітленості в приміщенні є пульт.
У режимі максимального рівня освітленості, світильник SmartLight 24W RGB видає 2200Lm світлового потоку, що дозволить висвітлити приміщення стандартного типу площею до 15 м2

Також, світильник SmartLight 24W RGB володіє додатковими функціями для зручності використання. Такими як:
<ul>
 	<li>зміна кольорів освітлення, функція RGB;</li>
 	<li>градація в процентах рівня освітленості (20%, 50%, 100%);</li>
 	<li>управління колірною температурою від 3000К до 6500К;</li>
 	<li>режим нічника;</li>
 	<li>таймер автоматичного вимкнення.</li>
</ul>
[ux_video url=""https://www.youtube.com/watch?v=QNQtM3Fue8o""]";LED-SL-24W-N17(RGB);simple;1099.02;934,14;151
2017;LED Світильник з пультом керування Van Gogh 24W-3000-6500K EUROLAMP;"<strong>EUROLAMP LED Світильник SMART LIGHT Van Gogh 24W 3000-6500K</strong>
<div>
<p id=""tw-target-text"" class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Перевод"" data-ved=""2ahUKEwjppciF8JuEAxULbPEDHYHNA_4Q3ewLegQIBRAU""><span class=""Y2IQFc"" lang=""uk"">Особливість даного виду світильників - це можливість керування температурою свічення та світловим потоком за допомогою пульта керування. </span></p>
<p class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Перевод"" data-ved=""2ahUKEwjppciF8JuEAxULbPEDHYHNA_4Q3ewLegQIBRAU""><span class=""Y2IQFc"" lang=""uk"">Простий в установці та практичний у використанні світильник SmartLight допоможе Вам заощадити не тільки кошти, але й час, адже тепер для регулювання освітленості в приміщенні є пульт. </span></p>
<p class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Перевод"" data-ved=""2ahUKEwjppciF8JuEAxULbPEDHYHNA_4Q3ewLegQIBRAU""><span class=""Y2IQFc"" lang=""uk"">У режимі максимального рівня освітленості світильник SmartLight 24W видає 1800Lm світлового потоку, що дозволить висвітлити приміщення стандартного типу площею до 10 м2. Універсальний дизайн світильника підійде під будь-який стиль приміщення.</span></p>
<p id=""tw-target-text"" class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Перевод"" data-ved=""2ahUKEwjppciF8JuEAxULbPEDHYHNA_4Q3ewLegQIBRAU""><span class=""Y2IQFc"" lang=""uk"">Також, світильник SmartLight має безліч додаткових функцій та режимів для зручності використання. Таких як: </span></p>

<ul>
 	<li class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Перевод"" data-ved=""2ahUKEwjppciF8JuEAxULbPEDHYHNA_4Q3ewLegQIBRAU""><span class=""Y2IQFc"" lang=""uk"">керування колірною температурою від 3000К до 6500К; </span></li>
 	<li class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Перевод"" data-ved=""2ahUKEwjppciF8JuEAxULbPEDHYHNA_4Q3ewLegQIBRAU""><span class=""Y2IQFc"" lang=""uk"">таймер автоматичного вимкнення; </span></li>
 	<li class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Перевод"" data-ved=""2ahUKEwjppciF8JuEAxULbPEDHYHNA_4Q3ewLegQIBRAU""><span class=""Y2IQFc"" lang=""uk"">керування яскравістю; </span></li>
 	<li class=""tw-data-text tw-text-large tw-ta"" dir=""ltr"" data-placeholder=""Перевод"" data-ved=""2ahUKEwjppciF8JuEAxULbPEDHYHNA_4Q3ewLegQIBRAU""><span class=""Y2IQFc"" lang=""uk"">режим нічника</span></li>
</ul>
</div>
[ux_video url=""https://www.youtube.com/watch?v=K4TFZQ-6Uug""]";LED-SL-24W-N17(deco);simple;399;339,12;48
2054;LED Світильник круглий A32 180W-3000-6500K EUROLAMP;"EUROLAMP Люстра LED акрилова 180W 3000-6500K

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 15300Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>";LED-LR-180-A32;simple;3499.02;2974,14;0
2055;LED світильник квадратний A33 180W-3000-6500K;"EUROLAMP Люстра LED акрилова 180W 3000-6500K

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 15300Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>";LED-LS-180-A33;simple;3499.02;2974,14;1
2056;LED Люстра акрилова квадратна A43 72W 3000-6500K біла EUROLAMP;"Люстра світлодіодна EUROLAMP LED акрилова квадратна A43 72W 3000-6500K біла

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 5300Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>";LED-LS-72-A43(white);simple;699;594,12;0
2057;LED Люстра акрилова кругла A43 72W 3000-6500K EUROLAMP;"Люстра світлодіодна EUROLAMP LED акрилова кругла A43 72W 3000-6500K біла

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 5300Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>";LED-LR-72-A43(white);simple;699;594,12;1
2060;LED Світильник акриловий круглий T2 75W 3000-6500K EUROLAMP;"Люстра світлодіодна EUROLAMP LED акрилова кругла T2 75W 3000-6500K біла

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 4900Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>
[ux_video url=""https://youtu.be/dU01dpPZKPc?feature=shared""]";LED-LR-75-T2;simple;999;849,12;0
2064;LED Світильник круглий T3 75W 3000-6500K EUROLAMP;"Люстра світлодіодна EUROLAMP LED акрилова кругла T3 75W 3000-6500K біла

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 4900Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>";LED-LR-75-T3;simple;898.98;764,16;0
2068;LED Світильник квадратний T1 75W 3000-6500K EUROLAMP;"Люстра світлодіодна EUROLAMP LED акрилова квадратна T1 75W 3000-6500K біла

НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Акрилові люстри.

Дані люстри мають алюмінієвий та акриловий корпус.

Особливість цього виду люстр - це можливість управління температурою світіння та світловим потоком за допомогою пульта управління.

З вимикача люстра перемикається як будь-яка інша світлодіодна люстра. Кожне включення відключення по черзі переводить люстру за такими режимами: підсвічування, холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, люстра видає 4900Lm світлового потоку.

Універсальний дизайн люстри підійде під будь-який стиль приміщення.
Також, акрилова люстра має безліч додаткових функцій та режимів для зручності використання. Таких як:
<ul class=""list"">
 	<li>керування колірною температурою від 3000К до 6500К;</li>
 	<li>керування яскравістю;</li>
 	<li>таймер автоматичного вимкнення;</li>
 	<li>режим нічника.</li>
</ul>";LED-LS-75-T1;simple;2248.98;1911,66;0
2072;Світильник LED EUROLAMP акриловий квадратний A39 70W 3000-6500K білий;"Світильник LED EUROLAMP акриловий квадратний A39 70W 3000-6500K білий

Дані світильники мають алюмінієвий та акриловий корпус.

Особливість цього виду світильників - це можливість зміни температури світіння.

З вимикача кожне включення відключення по черзі переводить світильник за такими режимами підсвічування: холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, світильник видає 5000Lm світлового потоку.

Універсальний дизайн світильника підійде під будь-який стиль приміщення.";LED-LS-70-A39(white);simple;1618.98;1376,16;1
2073;Світильник LED EUROLAMP акриловий квадратний A39 70W 3000-6500K чорний;"Світильник LED EUROLAMP акриловий квадратний A39 70W 3000-6500K чорний

Дані світильники мають алюмінієвий та акриловий корпус.

Особливість цього виду світильників - це можливість зміни температури світіння.

З вимикача кожне включення відключення по черзі переводить світильник за такими режимами підсвічування: холодне світло, тепле світло, нейтральне світло.

У режимі максимального рівня освітленості, світильник видає 5000Lm світлового потоку.

Універсальний дизайн світильника підійде під будь-який стиль приміщення.";LED-LS-70-A39(black);simple;699;594,12;0
2081;Світильник настінний LED EUROLAMP акриловий A38 30W 3000-6500K білий;"<strong>Світильник настінний LED EUROLAMP акриловий A38 30W 3000-6500K білий</strong> — це елегантний та функціональний елемент освітлення, який підходить для будь-якого інтер'єру. Завдяки можливості змінювати колірну температуру від теплого 3000K до холодного 6500K, ви можете створювати як затишну, так і робочу атмосферу у своєму приміщенні.

Потужність у 30 Вт забезпечує яскраве, рівномірне освітлення, ідеальне для житлових або офісних просторів. Білий корпус з акрилу додає світильнику сучасного вигляду, роблячи його стильним доповненням до інтер'єру.
<h3>Основні переваги:</h3>
<ul>
 	<li><strong>Регульована колірна температура</strong>: дозволяє вибрати теплий або холодний світ залежно від потреб.</li>
 	<li><strong>Потужність 30 Вт</strong>: достатньо для якісного освітлення середніх приміщень.</li>
 	<li><strong>Стильний дизайн</strong>: білий акриловий корпус вписується в будь-який сучасний інтер’єр.</li>
 	<li><strong>Енергоефективність</strong>: LED-технологія гарантує низьке споживання енергії та тривалий термін служби.</li>
 	<li><strong>Універсальність</strong>: підходить для використання як у житлових приміщеннях, так і в офісах.</li>
</ul>
<strong>Світильник настінний LED EUROLAMP A38 30W 3000-6500K білий</strong> — це поєднання сучасного дизайну, зручності та економічності, яке стане чудовим рішенням для освітлення вашого простору.";LED-BRAS-30-A38(white);simple;399;339,12;0
2082;Світильник настінний LED EUROLAMP акриловий A38 30W 3000-6500K чорний;"Світильник настінний LED EUROLAMP акриловий A38 30W 3000-6500K чорний - це стильне та сучасне рішення для освітлення вашого інтер'єру. Завдяки можливості регулювання колірної температури від теплого 3000K до холодного 6500K світильник дозволяє налаштувати потрібну атмосферу в залежності від часу доби або вашого настрою.

Потужність 30 Вт забезпечує яскраве та рівномірне освітлення, що ідеально підходить як для житлових приміщень, так і для офісів. Акриловий корпус у квадратній формі та чорний колір роблять цей світильник елегантним доповненням до будь-якого сучасного інтер'єру.

Основні переваги:
Регульована температура кольору: можливість вибору теплого або холодного світла для створення потрібної атмосфери.
Потужність 30 Вт: достатньо ефективного освітлення середніх за розміром приміщень.
Сучасний дизайн: квадратна форма та чорний колір додають стильності вашому інтер'єру.
Енергоефективність: LED-технологія забезпечує низьке енергоспоживання та тривалий термін служби.
Універсальність: підходить для використання у житлових та офісних приміщеннях.
Світильник настінний LED EUROLAMP акриловий A38 30W 3000-6500K чорний — це поєднання сучасного стилю, функціональності та енергоефективності, яке стане чудовим вибором для вашого будинку чи офісу.";LED-BRAS-30-A38(black);simple;1468.98;1248,66;0
2084;EUROLAMP LED торшер підлоговий N2 25W 3000-6500K RGB з пультом ДК білий;"НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Стильний та сучасний RGB LED Торшер.

Дизайн світильника є універсальним і компактним, що робить його відповідним під багато сучасних інтер'єрів.

Відмінні переваги цієї моделі є:
<ul class=""list"">
 	<li>Керування колірною температурою світла від 3000 до 6500К;</li>
 	<li>керування за допомогою пульта;</li>
 	<li>30+ режимів мерехтіння RGB світла;</li>
 	<li>режим звичайного світла 4500К;</li>
 	<li>керування за допомогою додатку на смартфоні;</li>
 	<li>диско-світло (світло працює в такт із музикою, який включений у кімнаті);</li>
 	<li>2 роки гарантії.</li>
</ul>
Термін служби звичайної світлодіодної лампи до 25 000 годин, що доводить, що лампа може працювати протягом дуже довгого часу.

Відмінна якість світла, яку ви отримуєте від світлодіодів, робить ці лампи приємними для використання у будь-який час, коли вам потрібно трохи додаткового світла.";LED-FLD2-25W(RGB);simple;3147;2674,98;0
2085;EUROLAMP LED торшер підлоговий N1 25W 3000-6500K RGB з пультом ДК білий;"НОВИНКА В АСОРТИМЕНТІ ТМ EUROLAMP. Стильний та сучасний RGB LED Торшер.

Дизайн світильника є універсальним і компактним, що робить його відповідним під багато сучасних інтер'єрів.

Відмінні переваги цієї моделі є:
<ul class=""list"">
 	<li>Керування колірною температурою світла від 3000 до 6500К;</li>
 	<li>керування за допомогою пульта;</li>
 	<li>30+ режимів мерехтіння RGB світла;</li>
 	<li>режим звичайного світла 4500К;</li>
 	<li>керування за допомогою додатку на смартфоні;</li>
 	<li>диско-світло (світло працює в такт із музикою, який включений у кімнаті);</li>
 	<li>2 роки гарантії.</li>
</ul>
Термін служби звичайної світлодіодної лампи до 25 000 годин, що доводить, що лампа може працювати протягом дуже довгого часу.

Відмінна якість світла, яку ви отримуєте від світлодіодів, робить ці лампи приємними для використання у будь-який час, коли вам потрібно трохи додаткового світла.";LED-FLD1-25W(RGB);simple;3021;2567,88;0
2086;LED Світильник настільний 8W-5000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник настільний 8W 5000K dimmable wooden

Стильний і сучасний дизайн світильника робить його універсальним і дуже підходить під сучасні інтер'єри.

Ви можете управляти нахилом світильника для зручного світіння світла.

У порівнянні з класичним настільними лампами, світлодіодна настільна лампа має багато переваг. Термін служби звичайної світлодіодної лампи до 50 000 годин, що доводить те, що лампа може працювати протягом дуже довгого часу.
Крім того, лампи можуть бути легко адаптовані до власних уподобань: забезпечити достатнє освітлення для читання або робочої області. Це дуже корисно, особливо коли необхідно сконцентрувати світло і не обов'язково висвітлювати всю кімнату або офіс.
Відмінна якість світла, яку ви отримуєте від світлодіодів, робить ці лампи приємними для використання в будь-який час, коли вам потрібно трохи додаткового світла.";LED-TLD-8W(wooden);simple;399;339,12;0
2087;LED Світильник настільний в стилі хайтек 5W 3000-5000K білий EUROLAMP;"EUROLAMP LED Світильник настільний в стилі хайтек 5W 3000-5000K білий

Дана модель настільної лампи від ТМ Eurolamp дуже компактна: вона невеликого розміру і при непотрібності її можна скласти і вона стане ще 2 рази менше.
Ви можете управляти нахилом світильника для зручного світіння світла. І управляти яскравістю за допомогою сенсорної кнопки.

Дана модель настільної лампи від ТМ Eurolamp дуже компактна: вона невеликого розміру і при непотрібності її можна скласти і вона стане ще 2 рази менше.

У порівнянні з класичним настільними лампами, світлодіодна настільна лампа має багато переваг. Термін служби звичайної світлодіодної лампи до 50 000 годин, що доводить те, що лампа може працювати протягом дуже довгого часу.

Крім того, лампи можуть бути легко адаптовані до власних уподобань: забезпечити достатнє освітлення для читання або робочої області. Це дуже корисно, особливо коли необхідно сконцентрувати світло і не обов'язково висвітлювати всю кімнату або офіс.
Відмінна якість світла, яку ви отримуєте від світлодіодів, робить ці лампи приємними для використання в будь-який час, коли вам потрібно трохи додаткового світла.

<strong>Світильник має можливість працювати автономно при використанні PowerBank!</strong>";LED-TLG-1(white);simple;598.98;509,16;0
2093;Мережевий трійник із заземленням X3, 16A EUROELECTRIC;"Мережевий двійник EUROELECTRIC із заземленням розрахований на максимальну потужність 16А/3500Вт.

Корпус виконаний з удароміцного та негорючого пластику (полікарбонат). Модель двійника на 16А дозволяє підключити потужні побутові прилади загальним навантаженням до 3500Вт.

Ступінь захисту IP20. Температурні обмеження зберігання від -25°C до +40°C";EE-3-16A;simple;142.02;120,72;6434
2097;Мережевий фільтр-подовжувач Х5, 10А, 3М EUROELECTRIC;"Мережевий фільтр-подовжувач EUROELECTRIC Х5, 10А, 3М призначений для побутового використання.

Характеризується високим рівнем захисту дітей від ураження електричним струмом, світловим індикатором роботи та автоматичним вимикачем при перенапрузі.

Вироблений з полікарбонату та ABS-пластика з підвищеним термічним захистом.";EE-105-3M;simple;469.02;398,64;2920
2099;Світильник карданний врізний для ламп GU10*2 EUROLAMP;"<strong>EUROLAMP Світильник карданний врізний для ламп GU10*2 (black)</strong> — стильний та функціональний світильник, що поєднує сучасний дизайн і зручність використання. Цей врізний світильник розрахований на дві лампи типу GU10, що дозволяє створювати спрямоване освітлення з можливістю регулювання напрямку світлового потоку.

Чорний корпус додає елегантності та легко впишеться в інтер'єр будь-якого стилю — від мінімалістичного до індустріального. Світильник ідеально підходить для використання у житлових приміщеннях, офісах, торгових залах або виставкових просторах, де важливо виділити певні зони або об'єкти.

Завдяки простоті монтажу та надійності конструкції, цей світильник стане чудовим вибором для тих, хто прагне додати своєму простору функціональності та стилю.";LHK2-LED-GU10(black);simple;658.98;560,16;2
2100;Світильник карданний врізний для ламп GU10 * 2 EUROLAMP;"EUROLAMP Світильник карданний врізний для ламп GU10*2 (white) — елегантне рішення для створення стильного та функціонального освітлення. Світильник розрахований на дві лампи типу GU10, що дозволяє регулювати напрямок світлового потоку та забезпечити рівномірне освітлення в будь-якому просторі.

Білий корпус додає світильнику універсальності, дозволяючи гармонійно інтегрувати його в різні інтер’єри — від сучасного до класичного. Ідеальний для освітлення житлових приміщень, офісів, галерей та комерційних зон, де важливо підкреслити акценти або забезпечити комфортне освітлення.

Простий у монтажі та надійний у використанні, цей карданний світильник стане функціональним і стильним елементом вашого простору.";LHK2-LED-GU10(white);simple;658.98;560,16;2
2110;LED Світильник квадратний врізний 24W-4000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник квадратний DownLight 24W 4000K

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, які значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподілиться по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLS-24/4;simple;399;339,12;216
2111;LED Світильник круглий врізний 20W-4000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник круглий Downlight 20W 4000K

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, які значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподілиться по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель.";LED-DLR-20/4;simple;369;313,68;0
2112;LED Світильник квадратний врізний 18W-4000K EUROLAMP;"Світлодіодний EUROLAMP LED Світильник квадратний DownLight 18W 4000K

Світильник зі збільшеним світловим потоком, випромінює яскраве біле світло.
Перевагою вибору світлодіодного вбудованого світильника є застосування світлодіодів, які значно скорочують витрати за рахунок енергоефективності та тривалого терміну експлуатації без будь-якого обслуговування. Повна відсутність мерехтіння і тривалий період роботи світильника.
Світильник високоякісної збірки призначений для освітлення житлових, офісних, торгових та інших громадських приміщень.

Сучасний дизайн ідеально впишеться в інтер'єр, а світло якісно розподілиться по всій площі приміщення.

Спосіб установки: кріплення двома пружинами за принципом точкового світильника, при цьому, розміри кріплень компактні і полегшена вага конструкції світильника дозволяє використовувати його в різних видах стель";LED-DLS-18/4;simple;259.02;220,14;428
